Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6,Nr.7,Nr.8,Nr.9,Nr.10,Nr.11,Nr.12
2123,1,4,7,8,9,11,12,13,15,19,20,21
2124,1,6,7,8,9,11,13,15,18,19,20,21
2125,2,5,7,8,12,13,17,19,21,22,23,24
2126,2,3,4,7,9,10,11,13,15,17,18,20
2127,3,5,7,8,10,12,14,17,18,19,20,24
2128,1,2,3,4,5,8,10,12,14,18,20,22
2129,1,2,5,6,12,13,14,15,17,18,20,23
2130,3,4,6,7,9,10,16,18,19,20,21,22
2131,2,4,7,8,12,13,16,19,20,21,22,23
2132,2,3,4,5,11,14,15,17,18,21,23,24
2133,4,5,6,7,8,10,12,13,15,20,21,23
2134,3,4,6,7,8,10,11,13,14,16,21,22
2135,2,3,5,6,8,9,10,11,13,17,18,24
2136,1,2,7,8,9,10,11,12,14,15,16,19
2137,3,4,6,8,9,10,11,13,16,22,23,24
2138,3,4,6,7,11,12,14,15,17,18,23,24
2139,1,4,6,8,11,12,15,17,18,19,21,23
2140,1,2,4,5,7,9,12,15,16,20,23,24
2141,3,4,5,6,9,10,11,13,14,18,21,23
2142,2,6,8,11,12,16,18,19,20,21,22,23
2143,3,4,5,7,10,12,14,16,17,18,19,23
2144,6,7,8,9,10,12,13,16,17,20,23,24
2145,2,3,4,8,9,11,12,15,17,21,23,24
2146,1,2,4,5,10,12,14,16,18,19,20,23
2147,2,6,7,8,11,12,13,16,17,19,21,22
2148,2,8,9,10,11,13,14,18,20,22,23,24
2149,2,3,5,6,9,10,11,16,18,20,21,24
2150,1,4,6,8,11,15,17,18,19,20,23,24
2151,1,3,6,8,11,12,14,17,19,21,22,24
2152,1,2,5,6,7,9,11,12,15,18,19,21
2153,1,6,8,9,10,12,13,15,16,21,22,23
2154,4,5,7,9,11,15,16,17,20,22,23,24
2155,1,4,5,6,10,12,14,15,17,18,22,23
2156,1,2,3,4,7,11,12,16,18,20,23,24
2157,2,3,5,8,9,12,14,16,17,18,19,22
2158,1,5,6,10,11,12,13,14,18,20,21,22
2159,2,3,6,7,10,11,12,15,16,18,19,21
2160,2,3,4,10,13,14,16,17,18,19,22,24
2161,1,4,5,6,8,10,13,14,19,20,23,24
2162,2,3,6,8,9,10,12,14,15,16,19,23
2163,1,3,6,7,12,14,17,19,20,22,23,24
2164,2,3,5,7,9,12,14,16,19,20,23,24
2165,3,4,5,7,11,16,18,19,20,21,22,23
2166,1,2,4,5,7,9,10,12,13,15,20,24
2167,1,3,5,6,8,9,10,13,14,16,18,19
2168,1,3,6,8,9,10,11,12,14,17,19,23
2169,1,3,4,6,7,12,14,16,17,18,20,21
2170,1,2,3,5,9,10,12,15,17,18,19,23
2171,1,3,4,5,7,9,10,11,13,21,23,24
2172,1,2,3,6,8,9,10,11,12,14,17,18
2173,3,6,8,9,10,11,12,13,16,18,20,24
2174,1,3,5,13,14,15,17,18,19,20,21,23
2175,1,5,9,11,14,15,18,19,20,21,22,24
2176,2,4,5,8,11,12,15,16,17,18,23,24
2177,1,2,3,11,12,13,14,15,16,17,19,23
2178,1,3,4,6,8,10,11,13,18,22,23,24
2179,1,4,5,6,8,9,10,12,14,18,20,22
2180,1,3,5,6,7,11,13,19,20,22,23,24
2181,1,2,3,4,5,6,8,11,12,20,22,24
2182,1,3,5,6,7,9,13,16,17,19,22,23
2183,1,2,3,5,8,12,14,15,18,20,21,24
2184,1,5,6,7,9,11,12,15,16,20,21,23
2185,5,6,7,8,9,11,12,16,17,19,22,24
2186,1,2,6,8,9,11,14,16,18,21,23,24
2187,1,2,3,4,6,9,14,16,18,19,20,22
2188,1,2,5,6,7,10,11,12,15,20,23,24
2189,1,2,4,5,6,7,10,11,17,18,21,22
2190,1,7,8,11,15,16,17,18,19,20,22,24
2191,3,4,12,14,15,16,17,18,19,21,23,24
2192,3,4,7,10,12,15,16,17,18,19,22,24
2193,2,3,10,11,13,15,16,17,18,19,21,23
2194,2,3,5,6,7,17,18,19,21,22,23,24
2195,1,4,7,8,10,11,13,15,17,18,22,23
2196,4,6,7,12,14,15,17,18,19,20,23,24
2197,1,2,4,9,11,12,14,16,17,19,20,22
2198,1,2,3,6,7,11,12,13,14,16,17,24
2199,2,5,8,9,11,12,16,17,19,21,22,23
2200,3,4,5,7,11,12,13,14,16,18,20,24
2201,1,2,3,7,8,13,16,17,19,20,21,23
2202,1,2,3,5,8,12,16,18,20,22,23,24
2203,2,4,6,7,12,13,14,15,16,19,22,23
2204,1,2,3,4,8,10,11,14,15,16,23,24
2205,1,2,3,4,5,7,15,16,19,20,22,23
2206,1,5,11,12,13,14,16,17,19,20,22,24
2207,1,4,6,7,8,9,10,11,12,13,17,23
2208,1,3,5,6,9,11,14,15,18,20,21,22
2209,1,4,5,7,8,9,14,16,18,19,21,22
2210,1,2,7,11,14,15,16,17,18,19,20,21
2211,2,5,6,9,10,13,16,19,20,21,23,24
2212,1,2,4,5,7,8,10,14,15,22,23,24
2213,1,2,4,5,7,10,13,18,20,21,22,24
2214,1,2,4,6,7,11,14,17,19,21,22,23
2215,1,3,4,5,6,7,14,15,16,21,22,23
2216,3,5,6,7,8,12,16,17,18,19,23,24
2217,1,2,3,4,5,6,7,10,13,17,20,22
2218,1,4,5,11,14,15,16,17,18,21,23,24
2219,2,4,5,7,9,10,12,15,19,20,23,24
2220,1,2,4,5,6,11,12,16,19,20,22,23
2221,3,4,6,9,10,12,14,15,16,21,22,24
2222,1,3,6,7,11,13,15,17,20,21,22,23
2223,1,2,4,6,7,8,11,12,13,21,23,24
2224,1,2,11,12,13,14,15,20,21,22,23,24
2225,2,4,5,8,11,12,13,14,20,21,22,23
2226,4,5,7,8,9,10,12,13,14,18,22,24
2227,1,2,3,5,7,8,9,11,13,17,22,23
2228,1,2,3,4,6,9,11,13,14,22,23,24
2229,1,2,3,6,7,8,10,11,14,16,17,23
2230,2,5,10,11,12,13,14,15,16,18,20,24
2231,1,3,6,7,8,9,14,15,16,20,23,24
2232,3,4,5,6,9,10,12,17,19,20,21,23
2233,1,2,6,7,8,15,16,17,18,22,23,24
2234,4,5,6,9,10,13,15,16,17,19,21,24
2235,1,4,5,8,11,12,14,15,16,17,18,19
2236,1,2,4,5,6,9,13,14,15,18,19,20
2237,1,2,3,4,7,12,13,18,19,21,22,24
2238,2,3,4,5,8,9,11,13,21,22,23,24
2239,5,6,7,9,11,13,14,16,17,19,20,22
2240,1,2,4,7,9,10,12,13,16,19,21,23
2241,4,5,6,7,8,10,12,13,17,19,22,23
2242,4,6,7,8,10,11,13,15,20,21,23,24
2243,1,2,3,4,5,8,9,12,16,18,20,22
2244,2,3,4,6,12,14,16,17,20,21,22,24
2245,2,7,8,9,10,11,12,17,18,19,20,24
2246,2,6,7,8,10,11,15,16,19,21,23,24
2247,5,6,11,14,16,17,18,19,21,22,23,24
2248,3,5,6,7,11,13,14,15,19,20,22,23
2249,2,4,6,9,11,12,13,14,18,19,22,24
2250,3,5,6,8,10,14,15,16,17,18,23,24
2251,1,2,5,6,9,11,13,14,16,18,22,24
2252,3,4,5,6,7,11,12,17,18,21,22,24
2253,5,6,9,10,11,15,17,20,21,22,23,24
2254,3,5,8,9,10,11,13,15,18,19,23,24
2255,5,8,10,11,13,14,17,18,21,22,23,24
2256,2,3,7,10,11,12,13,14,16,17,18,24
2257,6,8,11,12,13,14,16,19,20,21,22,24
2258,1,3,4,5,8,9,13,15,18,19,21,24
2259,1,3,4,5,6,8,12,15,16,19,23,24
2260,6,9,10,12,13,14,15,16,17,20,22,24
2261,2,4,8,9,12,13,16,17,18,20,21,22
2262,3,8,10,11,12,13,14,17,18,21,22,24
2263,1,2,5,6,8,10,16,17,18,20,22,23
2264,6,8,10,11,13,14,16,20,21,22,23,24
2265,1,2,3,4,7,8,10,13,20,22,23,24
2266,2,4,6,10,11,12,16,17,19,21,23,24
2267,1,2,3,5,7,9,13,16,19,20,21,22
2268,5,7,9,12,13,15,16,19,20,21,22,24
2269,2,7,11,12,13,15,16,17,19,22,23,24
2270,2,3,4,5,8,9,13,17,19,21,22,24
2271,4,7,9,10,12,14,15,16,17,19,20,23
2272,1,3,5,8,10,12,15,18,19,20,21,24
2273,2,3,4,5,6,7,9,13,17,19,20,22
2274,1,2,8,9,11,15,16,17,18,19,20,22
2275,1,4,5,9,10,13,15,16,18,20,23,24
2276,1,3,7,9,10,11,15,16,17,18,19,23
2277,3,5,6,9,13,15,19,20,21,22,23,24
2278,3,5,7,10,12,13,15,16,18,20,21,23
2279,1,4,6,9,11,13,14,15,16,22,23,24
2280,2,3,4,5,6,7,9,12,15,18,23,24
2281,1,2,3,8,12,13,14,15,17,18,21,23
2282,4,6,8,10,12,14,15,16,17,21,22,24
2283,1,5,6,7,11,12,14,15,16,17,18,19
2284,3,4,6,8,12,13,14,15,21,22,23,24
2285,1,7,9,11,12,14,17,18,19,20,21,23
2286,2,7,8,10,12,13,15,16,18,21,22,23
2287,1,2,3,5,7,10,12,13,16,19,21,22
2288,1,3,6,7,8,11,14,17,20,21,22,23
2289,1,2,3,4,5,7,9,10,13,14,15,22
2290,2,3,4,7,8,10,13,14,16,18,20,24
2291,2,3,7,8,10,13,14,15,16,20,21,24
2292,2,3,5,9,10,12,13,19,20,21,22,23
2293,3,4,6,7,9,10,11,14,15,17,19,23
2294,1,2,4,5,8,9,10,12,15,16,17,20
2295,5,6,11,12,14,15,16,17,19,20,21,23
2296,3,4,5,6,9,11,12,13,14,16,17,23
2297,1,2,5,7,8,9,10,14,15,17,18,21
2298,2,4,8,10,11,12,17,18,19,20,22,24
2299,2,3,7,9,10,12,13,14,15,19,21,24
2300,1,3,8,9,11,14,17,19,20,22,23,24
2301,3,4,5,6,10,12,13,14,16,17,19,22
2302,1,2,5,6,7,8,11,15,16,17,22,24
2303,5,7,10,13,14,15,16,17,18,19,21,24
2304,2,3,6,8,9,10,11,12,15,19,20,21
2305,1,4,6,7,9,10,11,13,16,19,20,22
2306,1,2,3,4,5,7,11,16,18,21,22,24
2307,1,2,4,5,7,14,15,16,19,21,22,24
2308,4,6,7,9,11,13,15,19,21,22,23,24
2309,3,4,5,8,9,10,11,15,17,19,21,24
2310,2,7,9,12,14,15,17,18,21,22,23,24
2311,5,8,9,12,14,15,16,18,21,22,23,24
2312,1,3,6,7,9,13,14,15,16,17,19,20
2313,1,2,4,5,6,8,9,11,15,18,19,23
2314,1,3,4,7,8,9,12,13,16,18,21,24
2315,1,8,9,10,11,13,14,16,18,21,22,23
2316,1,3,4,5,6,7,15,16,18,19,20,21
2317,2,4,5,6,7,11,12,13,14,19,22,24
2318,1,5,6,10,12,13,16,19,20,21,23,24
2319,1,3,4,9,10,14,15,18,19,20,22,23
2320,1,3,4,7,10,11,12,14,15,17,22,24
2321,2,3,5,10,11,12,13,15,16,17,18,21
2322,1,2,3,4,5,6,7,8,10,13,14,24
2323,3,6,9,11,14,16,17,19,20,21,22,23
2324,1,3,4,6,9,13,14,15,16,20,21,23
2325,3,4,5,6,7,11,12,14,18,19,20,23
2326,1,2,4,7,9,10,11,12,13,14,18,24
2327,1,2,3,6,11,12,16,18,19,21,22,23
2328,1,2,3,4,7,8,10,11,15,18,19,23
2329,1,2,3,4,6,7,13,15,18,19,21,24
2330,1,2,4,8,9,10,11,13,14,16,21,22
2331,1,5,7,8,11,13,15,17,18,22,23,24
2332,2,4,5,6,8,9,10,11,15,17,18,19
2333,1,2,5,6,11,12,14,17,18,19,23,24
2334,1,2,3,4,7,8,11,15,16,21,22,24
2335,4,5,8,11,13,15,16,18,19,21,23,24
2336,3,4,5,6,9,11,17,19,20,21,22,23
2337,1,4,5,9,12,14,18,19,20,21,23,24
2338,1,2,3,4,7,9,13,16,18,22,23,24
2339,3,5,8,9,10,11,12,15,18,20,21,23
2340,5,7,9,10,11,13,15,18,19,22,23,24
2341,1,2,7,9,10,11,14,16,19,21,22,23
2342,3,4,10,11,12,13,14,15,19,21,23,24
2343,2,3,4,6,7,9,12,18,20,21,22,24
2344,2,4,6,8,10,14,15,16,17,20,22,24
2345,1,3,4,5,9,10,12,13,16,19,22,24
2346,1,3,4,6,9,10,11,16,20,21,22,23
2347,1,3,5,6,7,10,11,17,18,21,23,24
2348,2,3,4,6,7,8,13,14,15,19,21,24
2349,1,8,9,10,14,15,17,18,19,20,21,24
2350,1,2,3,4,6,8,9,14,16,18,23,24
2351,4,5,9,12,13,14,15,18,19,22,23,24
2352,1,2,5,6,7,8,10,11,13,14,17,24
2353,3,4,5,6,8,9,10,16,17,18,20,21
2354,1,2,5,7,8,9,12,14,16,19,20,24
2355,1,3,4,5,6,7,13,14,15,19,22,23
2356,2,3,4,6,7,8,11,13,15,16,18,20
2357,1,2,3,5,6,7,14,15,19,20,22,23
2358,2,7,8,9,11,12,13,15,16,18,20,22
2359,1,4,5,6,8,9,10,12,17,19,20,21
2360,1,2,3,9,10,11,13,16,17,19,20,22
2361,1,2,3,8,9,11,13,18,20,21,22,24
2362,5,9,10,11,15,17,18,19,20,21,22,23
2363,1,3,4,7,8,9,11,14,15,17,18,22
2364,1,2,4,7,12,13,15,16,17,18,22,24
2365,4,5,7,9,11,12,13,14,16,18,20,22
2366,5,6,7,9,10,16,17,18,19,20,23,24
2367,3,5,6,7,8,10,11,13,15,17,21,22
2368,1,2,3,6,8,9,10,11,12,17,18,22
2369,2,3,7,8,11,15,16,17,19,22,23,24
2370,1,2,4,6,7,9,11,13,16,17,19,22
2371,4,6,8,9,10,13,17,18,19,20,23,24
2372,4,5,6,7,11,15,16,18,19,20,21,24
2373,1,2,4,5,7,12,13,14,17,18,20,23
2374,2,3,5,7,9,11,12,13,16,17,22,24
2375,1,5,7,8,9,11,13,15,16,17,20,24
2376,4,5,6,9,10,11,15,16,18,19,22,24
2377,1,4,5,6,7,11,12,13,16,17,18,22
2378,2,4,6,7,9,11,12,13,14,18,20,24
2379,2,3,4,5,8,9,10,12,13,15,20,22
2380,1,2,3,8,9,11,13,17,18,19,20,23
2381,1,2,4,5,9,11,13,15,17,18,20,23
2382,2,5,6,8,9,10,14,15,16,22,23,24
2383,7,9,10,11,13,14,15,16,18,20,23,24
2384,1,7,8,10,11,12,13,14,16,17,20,24
2385,1,2,3,5,10,11,12,14,15,16,19,22
2386,1,2,4,5,7,12,13,15,18,22,23,24
2387,1,4,5,8,9,10,15,16,17,18,22,24
2388,3,4,6,7,9,10,11,12,15,17,19,24
2389,1,5,6,8,9,11,12,14,15,16,18,22
2390,1,3,4,7,9,10,11,14,15,19,21,24
2391,1,2,6,7,8,9,11,16,18,19,21,24
2392,2,4,5,7,11,12,15,18,19,20,22,24
2393,1,3,5,9,12,13,15,19,20,21,22,23
2394,3,5,6,7,11,12,15,17,18,19,21,24
2395,1,2,3,7,11,12,13,15,17,19,20,22
2396,1,3,4,5,7,8,10,13,15,17,19,20
2397,4,5,7,8,9,11,14,16,18,20,22,24
2398,2,4,6,7,8,10,11,12,15,19,20,24
2399,1,2,3,4,5,6,9,10,11,12,22,24
2400,1,2,3,6,8,9,10,14,16,18,20,21
2401,2,3,4,5,9,13,14,18,19,20,21,23
2402,1,2,5,10,11,12,14,15,18,22,23,24
2403,1,2,8,11,12,13,14,15,18,21,23,24
2404,1,3,4,5,7,8,9,11,16,20,21,23
2405,2,3,5,7,9,11,14,16,19,21,22,24
2406,2,3,5,9,11,12,15,16,17,18,19,22
2407,1,3,4,6,8,15,17,19,21,22,23,24
2408,1,5,9,10,11,13,14,15,20,22,23,24
2409,1,3,4,6,8,10,11,13,17,18,21,22
2410,3,4,7,9,12,13,14,17,20,22,23,24
2411,1,4,5,6,7,8,10,11,13,14,18,23
2412,1,2,3,4,11,12,15,16,19,21,22,24
2413,3,9,11,12,13,14,15,16,19,20,23,24
2414,1,2,3,4,5,6,8,11,12,13,19,24
2415,3,4,7,9,11,12,15,16,19,20,21,23
2416,2,3,5,9,10,11,13,17,19,20,22,23
2417,4,8,10,11,14,16,18,20,21,22,23,24
2418,2,3,4,5,6,7,12,17,18,19,22,24
2419,2,4,5,6,7,8,10,13,14,15,20,21
2420,1,2,3,4,6,8,10,15,16,18,20,21
2421,1,6,12,13,14,16,18,20,21,22,23,24
2422,3,4,7,9,11,12,14,15,16,17,19,20
2423,1,8,9,12,14,15,16,18,19,21,22,24
2424,1,2,3,4,5,7,9,13,19,20,21,22
2425,1,5,6,7,8,9,10,15,18,20,22,24
2426,2,4,5,8,9,11,12,13,18,19,20,24
2427,1,3,6,9,11,12,13,14,17,18,23,24
2428,2,3,4,6,7,10,11,15,16,21,22,24
2429,1,2,5,6,7,11,12,17,18,19,20,24
2430,2,5,6,9,12,13,16,17,18,20,22,23
2431,2,3,4,7,9,11,13,14,17,22,23,24
2432,1,3,5,7,8,11,15,16,19,20,23,24
2433,3,4,6,8,13,17,18,20,21,22,23,24
2434,4,5,6,7,10,12,15,16,17,19,20,21
2435,2,4,9,10,12,14,15,17,18,22,23,24
2436,6,7,8,9,10,12,14,15,19,22,23,24
2437,1,8,9,13,16,17,18,19,21,22,23,24
2438,1,2,7,11,12,14,17,19,20,21,22,23
2439,4,6,7,9,10,13,14,17,18,19,22,23
2440,1,2,5,6,7,8,10,12,15,19,22,24
2441,1,2,3,6,7,12,13,14,15,19,21,23
2442,1,3,5,7,8,10,15,16,17,18,21,23
2443,1,3,4,5,9,10,11,14,18,19,20,22
2444,1,2,4,7,8,9,10,13,14,15,17,20
2445,2,3,6,8,9,12,13,15,17,21,23,24
2446,1,2,9,10,12,14,16,17,20,22,23,24
2447,4,5,9,10,11,13,15,20,21,22,23,24
2448,6,7,8,9,11,12,15,16,17,19,20,22
2449,1,5,6,9,10,11,12,13,15,16,23,24
2450,1,2,4,5,6,8,11,12,14,15,17,22
2451,5,6,7,9,12,13,17,18,19,21,23,24
2452,2,4,5,6,10,14,15,16,18,19,20,21
2453,2,3,4,5,9,11,16,17,20,21,23,24
2454,3,4,6,8,11,12,16,17,19,20,21,22
2455,2,3,7,8,10,12,14,15,19,20,22,23
2456,1,2,3,5,6,7,11,12,13,14,19,23
2457,1,3,5,6,8,9,10,15,16,20,23,24
2458,1,2,4,5,8,11,13,15,18,20,23,24
2459,3,4,6,12,13,15,16,17,18,19,20,22
2460,1,3,5,6,7,10,15,16,19,21,22,23
2461,2,4,5,11,12,13,15,16,17,20,23,24
2462,3,6,7,8,9,10,11,13,16,17,18,22
2463,2,3,4,5,6,7,9,14,17,20,21,24
2464,2,4,5,6,8,12,13,16,19,20,21,22
2465,1,2,5,7,8,10,12,14,16,20,21,24
2466,1,5,6,7,10,11,12,15,18,20,21,24
2467,1,3,4,6,8,9,12,14,17,20,23,24
2468,1,3,5,6,10,13,15,16,18,19,23,24
2469,1,5,7,8,10,11,12,14,17,18,19,21
2470,2,4,8,11,12,13,15,17,18,19,20,23
2471,2,3,6,9,13,15,16,20,21,22,23,24
2472,1,2,3,4,6,8,13,14,15,16,19,21
2473,1,2,3,4,6,8,15,16,19,20,23,24
2474,5,6,8,12,13,14,15,17,19,20,21,23
2475,4,5,6,7,8,9,10,12,14,15,19,22
2476,2,7,8,9,12,13,14,15,18,22,23,24
2477,1,3,6,7,11,14,16,17,19,21,23,24
2478,1,2,4,5,6,7,8,16,19,20,21,22
2479,1,6,8,11,13,14,15,16,19,22,23,24
2480,1,3,4,7,9,10,11,13,14,15,19,24
2481,2,3,4,6,9,10,13,14,15,17,18,22
2482,1,4,6,10,11,12,13,18,19,21,22,24
2483,1,2,5,8,9,11,12,13,17,18,21,24
2484,4,5,7,8,10,11,15,17,18,19,21,23
2485,1,4,5,7,8,9,11,13,15,17,22,23
2486,5,6,9,10,11,13,15,16,18,20,22,24
2487,1,2,3,4,6,8,11,12,14,16,17,19
2488,4,5,8,9,11,14,15,17,18,20,21,24
2489,4,6,7,8,9,10,12,13,18,19,23,24
2490,4,5,6,7,9,10,11,14,17,18,23,24
2491,1,3,7,8,11,16,17,18,20,21,22,23
2492,1,3,4,6,8,9,14,15,16,20,22,24
2493,2,5,6,8,9,11,12,15,16,18,20,21
2494,2,3,4,6,7,8,12,15,21,22,23,24
2495,2,5,8,12,13,15,17,18,19,20,21,24
2496,1,3,4,5,6,9,12,13,14,15,18,22
2497,5,7,8,11,13,14,16,17,18,19,20,22
2498,1,3,4,6,7,8,10,11,15,16,21,24
2499,1,7,8,9,10,11,13,16,17,18,21,24
2500,1,3,5,6,7,10,12,15,16,18,19,24
2501,4,5,7,9,10,11,16,17,18,20,21,22
2502,1,3,6,9,10,12,15,18,19,20,21,23
2503,7,8,9,10,12,15,16,17,18,20,21,24
2504,2,3,5,7,9,10,11,13,17,18,19,24
2505,2,3,4,5,6,8,9,13,15,18,20,24
2506,1,3,4,5,6,7,11,12,14,16,18,21
2507,2,3,5,7,8,9,11,12,13,19,21,24
2508,4,5,7,8,10,11,12,13,19,21,22,24
2509,4,6,10,12,14,15,16,17,19,22,23,24
2510,1,2,6,8,9,10,11,15,17,20,21,24
2511,3,4,5,6,7,9,10,14,16,17,20,23
2512,2,5,6,10,11,12,14,15,16,18,20,22
2513,1,6,7,10,11,12,14,15,16,19,23,24
2514,2,4,5,6,9,11,12,14,15,17,21,23
2515,2,3,6,9,13,14,15,18,19,20,22,24
2516,5,6,9,12,14,15,16,17,18,19,21,22
2517,1,2,3,5,6,11,12,16,17,18,19,23
2518,1,2,5,6,9,14,15,16,17,21,23,24
2519,8,9,10,11,13,14,16,17,18,20,21,24
2520,1,2,4,5,9,10,11,13,16,20,23,24
2521,1,4,5,8,9,10,11,12,16,17,19,21
2522,4,5,6,9,10,11,13,14,15,22,23,24
2523,1,2,3,4,5,10,12,13,14,16,17,19
2524,1,3,4,5,7,10,14,15,16,18,19,23
2525,1,2,3,4,9,13,14,16,19,20,23,24
2526,1,2,4,5,6,13,15,16,17,18,21,24
2527,1,2,9,10,12,14,15,16,17,18,19,22
2528,1,2,3,4,11,14,16,17,18,19,22,23
2529,2,3,4,6,8,11,12,13,16,17,19,22
2530,1,2,4,6,7,11,12,13,15,16,21,23
2531,1,3,4,5,7,8,10,12,13,14,15,22
2532,1,2,3,4,7,8,9,15,17,21,22,24
2533,2,4,5,6,9,11,12,17,19,20,21,24
2534,5,6,9,10,11,12,15,16,18,21,22,23
2535,1,3,8,13,14,15,16,18,19,21,23,24
2536,2,3,6,7,8,9,13,17,19,20,22,23
2537,1,2,3,5,8,9,10,13,14,17,19,22
2538,3,4,5,6,8,9,10,11,13,18,20,23
2539,1,3,4,5,6,7,12,14,17,19,21,24
2540,2,5,6,7,8,9,10,11,14,18,20,23
2541,3,5,7,8,10,11,13,15,16,20,21,24
2542,1,2,3,7,8,10,14,18,19,20,22,24
2543,4,7,9,11,13,14,15,16,18,20,22,23
2544,1,2,3,7,8,10,13,15,18,20,23,24
2545,2,3,5,8,10,11,13,14,15,16,19,22
2546,4,5,6,9,11,12,15,16,17,19,20,23
2547,1,2,3,5,8,9,13,14,15,17,22,23
2548,2,5,7,10,12,13,14,15,17,18,20,22
2549,2,3,4,5,7,8,10,11,12,13,17,18
2550,2,4,6,8,9,10,11,13,15,17,20,22
2551,7,9,10,11,12,14,15,18,19,21,23,24
2552,2,3,5,7,9,11,12,13,14,17,19,24
2553,1,3,4,6,7,8,9,15,18,19,20,21
2554,2,3,5,6,7,10,11,14,16,17,21,24
2555,1,3,5,8,10,11,14,15,18,21,23,24
2556,1,2,3,5,7,8,10,13,14,16,18,20
2557,1,4,5,7,9,11,13,15,17,19,20,23
2558,1,3,5,8,10,11,12,13,14,17,19,24
2559,2,5,7,9,10,11,12,17,19,20,21,24
2560,1,4,7,9,10,12,14,15,17,20,23,24
2561,1,2,3,4,7,10,14,15,17,19,20,23
2562,1,5,6,7,8,10,11,13,15,16,19,22
2563,7,8,10,11,12,13,16,17,19,21,23,24
2564,2,4,5,7,8,10,13,15,18,21,23,24
2565,1,2,6,9,13,14,15,17,18,19,23,24
2566,1,5,6,8,10,11,12,13,18,19,21,23
2567,1,4,5,6,8,12,16,17,19,20,21,23
2568,1,3,4,5,7,8,9,12,14,15,18,23
2569,2,7,10,11,13,16,17,18,20,21,22,23
2570,1,2,4,7,10,11,15,18,19,21,22,24
2571,2,4,7,8,9,11,15,17,20,21,22,24
2572,3,4,6,7,10,12,14,15,17,20,21,23
2573,1,3,5,6,7,8,10,11,13,19,20,24
2574,2,3,7,10,11,13,16,20,21,22,23,24
2575,1,2,6,7,10,11,12,13,14,16,17,24
2576,2,6,8,9,11,13,14,15,16,18,19,22
2577,3,5,6,9,10,11,13,17,19,20,22,24
2578,1,6,7,11,12,13,14,19,20,21,22,23
2579,2,4,6,8,10,11,14,17,18,19,20,22
2580,4,5,8,9,11,12,13,14,18,20,21,22
2581,2,4,5,7,8,15,18,19,21,22,23,24
2582,1,2,5,6,8,11,13,14,17,18,20,21
2583,3,8,9,11,13,15,18,19,20,21,22,24
2584,1,2,3,6,8,10,11,16,19,20,22,23
2585,1,4,6,8,9,11,12,14,16,19,22,23
2586,2,4,6,8,12,13,16,17,18,19,21,23
2587,1,2,4,5,7,8,13,14,15,16,22,23
2588,1,4,6,9,10,15,16,17,18,20,21,23
2589,1,4,5,6,7,8,10,15,16,17,20,23
2590,1,2,3,4,5,6,7,9,11,18,22,24
2591,2,5,6,8,12,13,14,18,20,21,22,23
2592,5,7,8,10,11,16,17,18,20,22,23,24
2593,1,4,6,10,11,12,14,16,17,18,19,20
2594,3,5,6,7,8,10,11,12,16,19,22,23
2595,1,5,8,9,13,14,15,16,17,19,22,24
2596,1,7,10,11,12,15,16,17,18,20,21,23
2597,1,4,6,10,12,13,14,16,17,18,21,23
2598,1,3,4,7,8,9,11,14,15,18,21,23
2599,2,3,10,11,14,16,18,20,21,22,23,24
2600,1,3,4,5,7,8,9,11,13,17,19,22
2601,4,6,7,9,13,14,15,17,18,21,22,23
2602,1,4,5,8,9,10,11,12,15,18,19,23
2603,1,3,4,6,8,10,12,18,21,22,23,24
2604,3,4,5,6,7,10,14,15,18,20,22,24
2605,2,4,6,7,8,10,12,15,18,20,22,23
2606,1,3,4,5,8,10,11,14,15,17,18,24
2607,2,3,6,9,10,11,14,18,21,22,23,24
2608,4,6,7,8,10,14,15,16,18,19,21,23
2609,1,2,4,5,8,9,10,12,15,17,18,24
2610,1,3,4,6,7,8,9,10,15,17,21,24
2611,5,6,7,8,10,13,14,15,17,19,23,24
2612,3,4,6,7,8,9,10,11,12,15,18,20
2613,2,3,6,8,10,12,13,14,18,22,23,24
2614,1,5,6,11,13,15,16,17,19,20,21,22
2615,2,4,5,7,9,10,11,13,16,20,21,22
2616,1,4,5,6,9,10,12,14,16,17,18,20
2617,2,5,7,11,14,15,16,18,19,20,22,23
2618,4,5,7,10,11,12,16,17,21,22,23,24
2619,2,3,5,6,8,9,11,14,18,19,20,21
2620,1,2,3,4,5,7,8,9,12,18,20,22
2621,2,4,6,7,8,12,13,14,15,17,21,23
2622,1,2,3,4,6,9,15,18,20,21,22,23
2623,2,3,4,6,8,10,12,14,15,16,18,19
2624,2,3,4,6,9,12,14,16,17,20,21,23
2625,1,2,6,9,10,11,15,16,17,20,22,24
2626,2,3,4,5,6,7,10,14,16,21,22,23
2627,1,3,6,7,8,10,12,13,14,21,22,23
2628,1,4,7,9,12,14,15,16,18,20,22,23
2629,1,2,3,4,5,10,11,13,16,17,19,21
2630,2,6,7,8,9,10,12,15,16,17,23,24
2631,4,5,6,7,9,12,16,19,21,22,23,24
2632,2,5,6,8,9,10,11,15,17,21,22,24
2633,1,2,4,5,7,8,11,13,19,21,22,24
2634,2,7,9,10,11,12,14,17,18,19,20,24
2635,1,3,6,9,11,13,14,16,19,20,21,24
2636,4,6,7,8,9,11,15,16,18,19,20,21
2637,1,4,6,7,8,12,14,15,17,18,20,24
